,id,date,token0,token1,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,reserve0,reserve1,reserveUSD
0,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18579,2020-11-13 01:00:00,USDC,WETH,29025050.393926,62087.46318180259169196,28949540.17738275661889802023239437,304202455.229084,643561.249928315580656229,606189245.6203762372520911261665319
1,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18578,2020-11-12 01:00:00,USDC,WETH,34745025.48499,75499.06208046271243769,34673809.38966158802172427790005275,318284896.723182,687090.157529266754086741,634984352.7709623789098592473511856
2,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18577,2020-11-11 01:00:00,USDC,WETH,39165652.636896,84363.0097061609403015,39059385.39569080790540971576677976,334947984.155901,720579.145311527516571478,668368748.0628920138530958757539546
3,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18576,2020-11-10 01:00:00,USDC,WETH,38067425.105367,84892.844315805882594018,37964847.67409725761496572221891351,329799822.342641,730815.886522366245609781,658144342.1079418704090416581164273
4,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18575,2020-11-09 01:00:00,USDC,WETH,51278137.171161,114577.232032244572669459,51173410.42495319112812237200903034,329168775.607022,740663.605932906783805662,656756222.9963552150225145664815972
5,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18574,2020-11-08 01:00:00,USDC,WETH,37325406.740226,83194.532337570115167451,37207008.34507195117638541657339485,273842994.959201,600424.54200239959361037,545937610.6702322130040186324018055
6,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18573,2020-11-07 01:00:00,USDC,WETH,72960752.817274,162531.41288441488804458,72776947.53429937617196688965920103,268891947.242204,615420.017578869921431963,536273057.0027470486945012406922999
7,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18572,2020-11-06 01:00:00,USDC,WETH,64853752.306684,147944.651423257593711484,64623513.39973630973044236888584342,271022570.45557,593382.336581334206810046,540016931.0675930612429244769533374
8,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18571,2020-11-05 01:00:00,USDC,WETH,52770746.724578,128924.20081904989329029,52602207.6009062259791205124316102,260429549.04935,625991.408581402364464034,519217204.4848325733515605818224816
9,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18570,2020-11-04 01:00:00,USDC,WETH,44346987.146807,112718.495288992463850244,44191738.67612969542547425132782868,277365395.934225,689893.794395381996462369,553064184.0003145070013434379425424
10,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18569,2020-11-03 01:00:00,USDC,WETH,37193303.126073,97933.604456652561828367,37093863.01866021350955027973719825,269638873.732768,695315.607178693689881996,538456906.8865531999203582987538035
11,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18568,2020-11-02 01:00:00,USDC,WETH,32779736.287618,84124.705852923167578177,32696963.63884600488144191101445302,272701111.568081,711164.268120904275635767,544083055.5098714550203824861637312
12,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18567,2020-11-01 01:00:00,USDC,WETH,17628761.114478,45168.097790234785754945,17572785.34413897184429250134644889,288003582.800501,728370.291754797478645363,574562283.5464374252841689864093257
13,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18566,2020-10-31 01:00:00,USDC,WETH,32150124.619434,82982.976789063235250201,32059832.96293300333662791030358799,295739639.177612,764412.269662509381868798,589962763.8711140187997167141414854
14,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18565,2020-10-30 01:00:00,USDC,WETH,48539559.377089,127042.308581255286106736,48434499.58993952836460284285171192,295003775.770726,767886.660650407421227453,588334643.3676483529234553279272818
15,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18564,2020-10-29 01:00:00,USDC,WETH,43877329.329286,104005.673405930010418529,42073474.25286429675502066132333711,296505007.589299,767898.070358163143645923,591531541.3798816663694484321010024
16,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18563,2020-10-28 01:00:00,USDC,WETH,62861925.121035,161257.435059346505631436,62742586.15707835471604224783855013,297577710.687259,766187.238703360567004633,593565642.0289300830033165534514184
17,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18562,2020-10-27 01:00:00,USDC,WETH,33923343.156825,84564.862485731168999225,33817862.12303808421767792049496261,316991477.153733,783768.829769911961670317,632306893.5052622480089760845320808
18,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18561,2020-10-26 01:00:00,USDC,WETH,1791232117.34722,216921.992020250403670727,934766692.7523253369581049300998894,324296556.749428,822382.967594056628209996,646480531.6657883739550199971868978
19,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18560,2020-10-25 02:00:00,USDC,WETH,22799743.392869,55749.318518367327552803,22759534.15376857248776348183535092,300916187.604464,741167.038341070295108555,600966286.9158279460223702664669807
20,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18559,2020-10-24 02:00:00,USDC,WETH,20564737.784945,49843.08300615280008733,20511816.85865850114332872102917799,280855021.416027,682810.898312739037878674,560711127.8160235995066358854905598
21,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18558,2020-10-23 02:00:00,USDC,WETH,35134883.958544,85294.955421282329745046,35055026.47578261521640751165995545,250350839.816905,611684.73523355723347083,499023973.3115017382046010012777455
22,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18557,2020-10-22 02:00:00,USDC,WETH,47662554.553218,116591.662513971842948835,47506706.41929813806175373880713475,285236171.504819,687941.796316960896769997,569036765.7273476934170549651771071
23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18556,2020-10-21 02:00:00,USDC,WETH,55833792.112449,143932.749056117994825752,55651735.57272170633976684669345851,309284733.156081,788226.155642017045503927,616981706.9731543982998907057741468
24,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18555,2020-10-20 02:00:00,USDC,WETH,29055656.203168,78014.38370389124277168,28990462.25226891082999069702548881,290877981.82068,788618.264924654112247021,580116902.8018958232266167311733303
25,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18554,2020-10-19 02:00:00,USDC,WETH,23353340.57658,61826.111940423922389409,23297322.99623069350952146742868824,294674581.486753,776450.981667914731596122,587349377.5321071244461644577424815
26,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18553,2020-10-18 02:00:00,USDC,WETH,18588441.729562,49784.663997698407154425,18541333.53305676680287581814214881,293215890.964857,777570.767098271463356168,585290917.7052429182980056437447453
27,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18552,2020-10-17 02:00:00,USDC,WETH,17592890.083785,47929.876852844456934418,17552051.8853915416657777971612269,289349256.94253,787743.467368678257586746,577597178.6954250627035336291180593
28,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18551,2020-10-16 02:00:00,USDC,WETH,27645138.710569,74872.556380463130624121,27580523.74199562773229484235137677,290788051.592564,792894.618291778849532816,578924277.7518236286286303083763625
29,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18550,2020-10-15 02:00:00,USDC,WETH,22622957.054349,60062.414888495441226645,22553139.49888384700156882035159881,296821681.214254,784553.682226187436766154,591956852.6484246593289277005536548
30,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18549,2020-10-14 02:00:00,USDC,WETH,29192421.685343,76700.076384676780985545,29106504.63567203875631630496840762,281752317.738172,744732.447422482576250234,561824824.4806062712441326982303411
31,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18548,2020-10-13 02:00:00,USDC,WETH,24119033.479333,63180.712173862667650792,24054802.16607243763985783142142909,277488384.864368,726400.567755866760514744,553087337.7496547236920888254684508
32,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18547,2020-10-12 02:00:00,USDC,WETH,44217127.849541,115934.594645107566646439,44029768.16609177256694979680028829,285868438.474406,736993.767401603933022734,569848945.7889032614853989772617893
33,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18546,2020-10-11 02:00:00,USDC,WETH,28602335.806389,76563.377695785763468012,28504019.76295436475592466893282453,287605999.360705,770027.868095137528358002,573977522.3764822436820723795359174
34,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18545,2020-10-10 02:00:00,USDC,WETH,29487907.465656,78991.060615003996543549,29389456.24716970108540949572311952,293744617.199936,790994.308391193208620022,586128316.2505069697748404383039669
35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18544,2020-10-09 02:00:00,USDC,WETH,30288330.08876,84332.992082927234661283,30167625.03205337919419626524526309,266894319.29993,729372.338086379990831649,531537688.4740625405077907410405861
36,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18543,2020-10-08 02:00:00,USDC,WETH,44605164.66133,128724.454254285059636152,44422611.47106500582387081871618756,261206404.970034,744396.363824870338131045,521232919.4567353985783735212721774
37,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18542,2020-10-07 02:00:00,USDC,WETH,46353398.324127,136754.679510513686722551,46217676.91950646559340602835240999,245320929.63306,720007.546620550732294481,490462441.3797158594254928376705584
38,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18541,2020-10-06 02:00:00,USDC,WETH,59604380.786474,172715.75000815506912326,59517986.32233660948070711700203438,247259295.236208,729431.671364439271911674,493493384.4956260410349671817578598
39,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18540,2020-10-05 02:00:00,USDC,WETH,27430992.942065,77816.315051959515063438,27349386.40687661494762126372127375,251368376.595366,713177.229779434121252024,501928187.8800003147884790364878469
40,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18539,2020-10-04 02:00:00,USDC,WETH,30673360.065823,88042.022603122432487059,30576997.72997162978380700963708039,239005580.291976,679251.03899686508140725,476889007.6968352632808310332171852
41,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18538,2020-10-03 02:00:00,USDC,WETH,37354489.256034,107561.989145807028775504,37255013.07161361857784660973909066,235046511.419375,676434.695028812542700468,468732310.2417422862216718671236782
42,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18537,2020-10-02 02:00:00,USDC,WETH,70730984.81588,206310.998043201245072471,70595906.72983126877038445612508047,225905308.733028,655075.760670521267795932,451074300.1126749925728144284689341
43,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18536,2020-10-01 02:00:00,USDC,WETH,60803470.790174,170986.008844796885704072,60696184.30539842006788308988263432,235664834.422511,669781.725352554982359162,470191370.3875139184392097466129936
44,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18535,2020-09-30 02:00:00,USDC,WETH,36478902.770424,102611.493190205052561397,36413445.44554703561633891147545591,216004839.564584,600206.26903710131753673,430608416.3466182152136266025032647
45,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18534,2020-09-29 02:00:00,USDC,WETH,44493784.193873,125714.989609444603467036,44397389.97290128795516682921098593,204903878.232729,570660.770507026504305055,408749412.8352555370832317161292689
46,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18533,2020-09-28 02:00:00,USDC,WETH,25998236.652314,72043.893899735695929325,25913087.66921592746514169643134337,202786603.681611,571329.197989771106029783,403671761.18672750621582755929729
47,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18532,2020-09-27 02:00:00,USDC,WETH,31193046.688885,87789.291485284313583694,31091542.24604630500603485278556408,199994927.66249,560847.548978990362457677,398105919.3090645710645752111951545
48,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18531,2020-09-26 02:00:00,USDC,WETH,24082877.508734,68379.089637551641348491,24024238.9327056779630821004125479,196473653.885126,555806.85758910969234303,392536116.3229153679429065590493273
49,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18530,2020-09-25 02:00:00,USDC,WETH,29691231.203242,85495.183712408648034198,29603111.25077032138261761594679886,194032829.233306,550280.960390789884386106,386821343.7876501272415315481651031
50,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18529,2020-09-24 02:00:00,USDC,WETH,35968190.821858,106975.285000649822077124,35846205.29259775254271802706171829,189145838.868142,539745.842128444560653003,376839763.5554604329654441529413485
51,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18528,2020-09-23 02:00:00,USDC,WETH,44740679.483084,134793.028240868761056169,44651015.01397174010794258157281361,171486302.839715,536295.496703463147102022,342040944.1498885488413616839416246
52,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18527,2020-09-22 02:00:00,USDC,WETH,33581687.259362,98200.643921743193212505,33481739.91139490032137922856376485,177125598.364899,516307.677510140857566952,353642858.6390796096609240553160263
53,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18526,2020-09-21 02:00:00,USDC,WETH,60967137.175935,174005.190415334543056645,60853132.29471719312791406035919076,169995159.052261,497150.782252989899128613,339168823.5929772177315774515420312
54,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18525,2020-09-20 02:00:00,USDC,WETH,43671054.287047,116846.238986216213093682,43587040.19423802590961889150721786,193172059.18557,521767.909988109704437549,385052988.5245930295006851495984304
55,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18524,2020-09-19 02:00:00,USDC,WETH,41832125.332137,109293.63926823612969362,41727792.01909991785077688450786669,195928728.804682,510777.02633391005326786,391246631.183653621808858828855231
56,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18523,2020-09-18 02:00:00,USDC,WETH,56987864.832684,149108.795874213723974369,56805116.39134016848555329745328368,171909565.512257,449250.423660870877261488,341807500.1877118094994857860008291
57,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18522,2020-09-17 02:00:00,USDC,WETH,62223827.088722,162616.284438331657157288,62059325.69661275882508025698101928,115609947.076747,296226.587573878730385711,229485070.3552008007127507813996756
58,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18521,2020-09-16 02:00:00,USDC,WETH,43315984.16125,119456.850819758778409323,43278857.06237363539543557496656545,74309503.028144,203048.732835089750490127,148528577.0514369149900238286752126
59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18520,2020-09-15 02:00:00,USDC,WETH,46413529.837374,125436.840203334913270368,46288147.40248193327947147724341197,69011598.907529,190490.844413884321896688,137628867.4542326162111115290630227
60,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18519,2020-09-14 02:00:00,USDC,WETH,57150715.537179,154232.047993035602809677,56884804.83555355244880642634104861,82256633.083725,219178.551835787722791451,164142964.2420584271517476663617638
61,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18518,2020-09-13 02:00:00,USDC,WETH,50061300.278327,135363.569927897095025866,49853512.44966067336194120750195924,66537360.866554,181979.051836450890311563,132699469.3065904858357476752018602
62,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18517,2020-09-12 02:00:00,USDC,WETH,31713774.566754,85014.966491536601186944,31531528.54282227055724380684867637,27942150.982043,72198.300261362473692829,55431263.89134440274355720239732653
63,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18516,2020-09-11 02:00:00,USDC,WETH,42978205.381599,117879.522189401655646409,42614827.46422962962020748476897083,34739218.658122,93015.39769281859305403,68937122.99404580370223902984679239
64,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18515,2020-09-10 02:00:00,USDC,WETH,44949658.855014,122344.109804943932832222,44456259.30334651960618613489161829,62237360.330997,170145.760246004618472379,123278589.1153312999291163977440768
65,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc-18514,2020-09-09 02:00:00,USDC,WETH,57690256.139724,166945.667284355329057368,57418852.51327016462533415662971238,38869237.36355,110530.277586201984640925,77255996.28694817873802593343567284
