,id,token0,token1,reserve0,reserve1,totalSupply,reserveETH,reserveUSD,token0Price,token1Price,trackedReserveETH,volumeToken0,volumeToken1,volumeUSD,createdAtTimestamp,createdAtBlockNumber,liquidityProviderCount
0,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,WBTC,WETH,7626.67046087,279041.728437727814626073,0.42328318118767581,558083.456875455629252146,267057467.3955161689725678365749898,0.027331648580194347122390660931582,36.58762101619591733900386092138386,558083.456875455629252146,109278.37525456,3490315.428793405257630825,1361944875.807863616634364783560071,1589819777,10091097,0
1,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,WETH,USDT,232951.651768813206112581,111674936.514293,4.042451397415686067,465903.303537626412225162,222949306.0339520376165602802482697,0.002085979710756301151841184952334707,479.3910481696085136355291307765466,465903.3035376264122251619999999999,11941877.889183381433094167,6523367082.432575,5534130273.827329571858668725650138,1589850429,10093341,0
2,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,DAI,WETH,107955046.469968077655012636,226276.024232358096086487,4159026.869432195407196572,452552.048464716192172974,216558105.0220495838016715294901852,477.0944992347545763818491598089541,0.002096020812656549875745417919902587,452552.048464716192172974,2657990854.665067837947169989,6267685.281823812838436591,2522423148.038509886600410971450058,1589164213,10042267,0
3,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,USDC,WETH,86485802.128123,180470.90878453253329811,3.138027213088706645,360941.81756906506659622,172697991.0237944365523169067702822,479.2229546058304389341393138940363,0.002086711394746351652829942967800301,360941.8175690650665962199999999999,5813717355.819567,10833859.531706571101377878,4943270154.012149982410136124058572,1588710145,10008355,0
4,0xf52f433b79d21023af94251958bed3b64a2b7930,HKMT,USDT,388550720.98186,49863028.692022,0.00013919001736942,223987.9242043448415449062498644317,99552945.92684880748485625303237261,7.792361017252597337627050752326014,0.1283308098515918617757702639100558,223987.9242043448415449062498644317,2422131.411576,311862.171141,310885.9626777145658622487336439402,1598951107,10774368,0
5,0xd3d2e2692501a5c9ca623199d38826e513033a17,UNI,WETH,7964274.55785986966039518,60799.881188722482124436,369614.533620849249032239,121599.762377444964248872,58181859.15755023124229734492014365,130.9916138345535110513231361992858,0.007634076493347361550869570004543441,121599.762377444964248872,410363593.252087634846857915,4182418.789001903167923413,1572148145.689710936976379115419928,1600302037,10876348,0
6,0x88ff79eb2bc5850f27315415da8685282c7610f9,ESD,USDC,22313420.126975536619000936,27271263.908752,0.810466529280526503,114187.9551914194014082736294504199,54526615.90041688176537943020989109,0.8182026400255921806945278115460389,1.222191118778010132117131841130626,114187.9551914194014082736294504198,88284667.06156002923893344,95023363.663199,93555172.71512452625770797679763429,1598265139,10722560,0
7,0x4d5ef58aac27d99935e5b6b4a6778ff292059991,DPI,WETH,220843.174483187869968612,45987.327481101843712102,94894.112748633039843596,91974.654962203687424204,44012301.02977779716398031524884361,4.802261548552517196145406350708488,0.2082352220697802065992947454896346,91974.65496220368742420400000000001,1195644.441395162210143682,256515.639660263898636234,100489100.1305224961779590449883414,1599769700,10836224,0
8,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b,CORE,WETH,3955.478826187695661943,29857.704252045202580628,9741.107828074456214385,59715.408504090405161256,28571152.44318699938224767092750809,0.1324776611355426634153570746782958,7.548442442510092374779010506895778,59715.40850409040516125599999999999,210895.618860522035610062,2100824.304701178627314873,759556931.2858092737655324197195328,1600537208,10894081,0
9,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,LINK,WETH,983495.86525734736722718,26913.958973928180198041,130496.651563123598621934,53827.917947856360396082,25756009.51684465027887548128451847,36.54222205696566587842243456560345,0.02736560459955336355355793433922731,53827.917947856360396082,55698058.753019234380320285,1704184.542904851134291204,640345238.7977669597160740955499802,1589824102,10091428,0
10,0x767055e2a9f15783b1ec5ef134a89acf3165332f,USDC,EURS,11424627.908245,9637409.54,0.00000010469876481,47532.62440387653868555272194189432,22883415.50300694299800225806370011,1.185445929305708430026934395484868,0.8435644134234613812957147524443078,47360.10585869072481316647327999635,1355415.953296,1124145.01,1348533.841488132524679393763454622,1589909721,10097736,0
11,0x004375dff511095cc5a197a54140a24efef3a416,WBTC,USDC,618.26127823,10826741.53152,0.000000809044773469,45220.93940148893774273722946855861,21627246.99878738991098594170856142,0.00005710501875657138473222713900024311,17511.59568413458523703476282640817,45200.37997827403174880357078782616,1148.13036369,18137832.755101,17975061.13414490652345840861078042,1589836650,10092348,0
